Jan - Dec reference period,Police Service Area,Local Government Area,CSA Offence Division,Offence Count
2014,NORTHERN GRAMPIANS,ARARAT,C Drug offences,1
2014,NORTHERN GRAMPIANS,ARARAT,C Drug offences,35
2014,NORTHERN GRAMPIANS,ARARAT,D Public order and security offences,49
2014,NORTHERN GRAMPIANS,ARARAT,D Public order and security offences,126
2014,NORTHERN GRAMPIANS,ARARAT,D Public order and security offences,14
2014,NORTHERN GRAMPIANS,ARARAT,E Justice procedures offences,59
2014,NORTHERN GRAMPIANS,ARARAT,E Justice procedures offences,125
2014,NORTHERN GRAMPIANS,ARARAT,F Other offences,1
2014,NORTHERN GRAMPIANS,ARARAT,F Other offences,6
2014,NORTHERN GRAMPIANS,ARARAT,F Other offences,3
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,A Crimes against the person,2
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,A Crimes against the person,141
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,A Crimes against the person,28
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,A Crimes against the person,1
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,A Crimes against the person,43
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,A Crimes against the person,17
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,B Property and deception offences,10
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,B Property and deception offences,2
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,B Property and deception offences,6
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,B Property and deception offences,103
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,B Property and deception offences,9
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,B Property and deception offences,5
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,B Property and deception offences,40
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,B Property and deception offences,8
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,B Property and deception offences,23
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,B Property and deception offences,22
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,B Property and deception offences,3
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,B Property and deception offences,11
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,B Property and deception offences,78
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,B Property and deception offences,17
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,B Property and deception offences,1
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,B Property and deception offences,20
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,B Property and deception offences,5
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,C Drug offences,9
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,C Drug offences,5
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,C Drug offences,75
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,D Public order and security offences,31
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,D Public order and security offences,64
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,D Public order and security offences,3
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,E Justice procedures offences,20
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,E Justice procedures offences,102
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,F Other offences,1
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,F Other offences,11
2014,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,F Other offences,2
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,A Crimes against the person,43
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,A Crimes against the person,21
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,A Crimes against the person,1
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,A Crimes against the person,1
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,A Crimes against the person,4
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,B Property and deception offences,2
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,B Property and deception offences,27
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,B Property and deception offences,1
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,B Property and deception offences,1
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,B Property and deception offences,2
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,B Property and deception offences,18
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,B Property and deception offences,4
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,B Property and deception offences,8
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,B Property and deception offences,3
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,B Property and deception offences,3
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,B Property and deception offences,4
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,B Property and deception offences,25
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,B Property and deception offences,2
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,C Drug offences,4
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,C Drug offences,19
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,C Drug offences,6
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,D Public order and security offences,71
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,D Public order and security offences,26
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,D Public order and security offences,1
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,E Justice procedures offences,4
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,E Justice procedures offences,29
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,F Other offences,1
2014,NORTHERN GRAMPIANS,YARRIAMBIACK,F Other offences,18
2014,PORT PHILLIP,PORT PHILLIP,A Crimes against the person,2
2014,PORT PHILLIP,PORT PHILLIP,A Crimes against the person,790
2014,PORT PHILLIP,PORT PHILLIP,A Crimes against the person,223
2014,PORT PHILLIP,PORT PHILLIP,A Crimes against the person,22
2014,PORT PHILLIP,PORT PHILLIP,A Crimes against the person,73
2014,PORT PHILLIP,PORT PHILLIP,A Crimes against the person,7
2014,PORT PHILLIP,PORT PHILLIP,A Crimes against the person,467
2014,PORT PHILLIP,PORT PHILLIP,A Crimes against the person,48
2014,PORT PHILLIP,PORT PHILLIP,B Property and deception offences,36
2014,PORT PHILLIP,PORT PHILLIP,B Property and deception offences,833
2014,PORT PHILLIP,PORT PHILLIP,B Property and deception offences,64
2014,PORT PHILLIP,PORT PHILLIP,B Property and deception offences,11
2014,PORT PHILLIP,PORT PHILLIP,B Property and deception offences,93
2014,PORT PHILLIP,PORT PHILLIP,B Property and deception offences,1068
2014,PORT PHILLIP,PORT PHILLIP,B Property and deception offences,417
2014,PORT PHILLIP,PORT PHILLIP,B Property and deception offences,1594
2014,PORT PHILLIP,PORT PHILLIP,B Property and deception offences,492
2014,PORT PHILLIP,PORT PHILLIP,B Property and deception offences,434
2014,PORT PHILLIP,PORT PHILLIP,B Property and deception offences,260
2014,PORT PHILLIP,PORT PHILLIP,B Property and deception offences,1118
2014,PORT PHILLIP,PORT PHILLIP,B Property and deception offences,28
2014,PORT PHILLIP,PORT PHILLIP,B Property and deception offences,785
2014,PORT PHILLIP,PORT PHILLIP,B Property and deception offences,29
2014,PORT PHILLIP,PORT PHILLIP,B Property and deception offences,7
2014,PORT PHILLIP,PORT PHILLIP,B Property and deception offences,8
2014,PORT PHILLIP,PORT PHILLIP,C Drug offences,133
2014,PORT PHILLIP,PORT PHILLIP,C Drug offences,19
2014,PORT PHILLIP,PORT PHILLIP,C Drug offences,630
2014,PORT PHILLIP,PORT PHILLIP,D Public order and security offences,308
2014,PORT PHILLIP,PORT PHILLIP,D Public order and security offences,1013
2014,PORT PHILLIP,PORT PHILLIP,D Public order and security offences,58
2014,PORT PHILLIP,PORT PHILLIP,D Public order and security offences,2
2014,PORT PHILLIP,PORT PHILLIP,E Justice procedures offences,149
2014,PORT PHILLIP,PORT PHILLIP,E Justice procedures offences,941
2014,PORT PHILLIP,PORT PHILLIP,F Other offences,3
2014,PORT PHILLIP,PORT PHILLIP,F Other offences,4
2014,PORT PHILLIP,PORT PHILLIP,F Other offences,22
2014,PORT PHILLIP,PORT PHILLIP,F Other offences,2
2014,SOUTHERN GRAMPIANS,GLENELG,A Crimes against the person,161
2014,SOUTHERN GRAMPIANS,GLENELG,A Crimes against the person,67
2014,SOUTHERN GRAMPIANS,GLENELG,A Crimes against the person,2
2014,SOUTHERN GRAMPIANS,GLENELG,A Crimes against the person,3
2014,SOUTHERN GRAMPIANS,GLENELG,A Crimes against the person,24
2014,SOUTHERN GRAMPIANS,GLENELG,A Crimes against the person,33
2014,SOUTHERN GRAMPIANS,GLENELG,B Property and deception offences,11
2014,SOUTHERN GRAMPIANS,GLENELG,B Property and deception offences,1
2014,SOUTHERN GRAMPIANS,GLENELG,B Property and deception offences,3
2014,SOUTHERN GRAMPIANS,GLENELG,B Property and deception offences,243
2014,SOUTHERN GRAMPIANS,GLENELG,B Property and deception offences,6
2014,SOUTHERN GRAMPIANS,GLENELG,B Property and deception offences,4
2014,SOUTHERN GRAMPIANS,GLENELG,B Property and deception offences,3
2014,SOUTHERN GRAMPIANS,GLENELG,B Property and deception offences,160
2014,SOUTHERN GRAMPIANS,GLENELG,B Property and deception offences,39
2014,SOUTHERN GRAMPIANS,GLENELG,B Property and deception offences,177
2014,SOUTHERN GRAMPIANS,GLENELG,B Property and deception offences,49
2014,SOUTHERN GRAMPIANS,GLENELG,B Property and deception offences,19
2014,SOUTHERN GRAMPIANS,GLENELG,B Property and deception offences,19
2014,SOUTHERN GRAMPIANS,GLENELG,B Property and deception offences,133
2014,SOUTHERN GRAMPIANS,GLENELG,B Property and deception offences,6
2014,SOUTHERN GRAMPIANS,GLENELG,B Property and deception offences,36
2014,SOUTHERN GRAMPIANS,GLENELG,B Property and deception offences,1
2014,SOUTHERN GRAMPIANS,GLENELG,C Drug offences,11
2014,SOUTHERN GRAMPIANS,GLENELG,C Drug offences,8
2014,SOUTHERN GRAMPIANS,GLENELG,C Drug offences,75
2014,SOUTHERN GRAMPIANS,GLENELG,D Public order and security offences,50
2014,SOUTHERN GRAMPIANS,GLENELG,D Public order and security offences,85
2014,SOUTHERN GRAMPIANS,GLENELG,D Public order and security offences,49
2014,SOUTHERN GRAMPIANS,GLENELG,E Justice procedures offences,33
2014,SOUTHERN GRAMPIANS,GLENELG,E Justice procedures offences,205
2014,SOUTHERN GRAMPIANS,GLENELG,F Other offences,2
2014,SOUTHERN GRAMPIANS,GLENELG,F Other offences,7
2014,SOUTHERN GRAMPIANS,GLENELG,F Other offences,2
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,A Crimes against the person,84
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,A Crimes against the person,59
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,A Crimes against the person,1
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,A Crimes against the person,24
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,A Crimes against the person,26
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,B Property and deception offences,3
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,B Property and deception offences,2
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,B Property and deception offences,7
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,B Property and deception offences,141
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,B Property and deception offences,10
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,B Property and deception offences,2
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,B Property and deception offences,1
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,B Property and deception offences,45
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,B Property and deception offences,8
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,B Property and deception offences,42
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,B Property and deception offences,22
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,B Property and deception offences,2
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,B Property and deception offences,25
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,B Property and deception offences,92
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,B Property and deception offences,2
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,B Property and deception offences,21
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,B Property and deception offences,2
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,C Drug offences,7
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,C Drug offences,2
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,C Drug offences,55
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,D Public order and security offences,32
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,D Public order and security offences,79
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,D Public order and security offences,13
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,E Justice procedures offences,11
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,E Justice procedures offences,117
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,F Other offences,1
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,F Other offences,5
2014,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,F Other offences,13
2014,STONNINGTON,STONNINGTON,A Crimes against the person,4
2014,STONNINGTON,STONNINGTON,A Crimes against the person,476
2014,STONNINGTON,STONNINGTON,A Crimes against the person,131
2014,STONNINGTON,STONNINGTON,A Crimes against the person,9
2014,STONNINGTON,STONNINGTON,A Crimes against the person,32
2014,STONNINGTON,STONNINGTON,A Crimes against the person,104
2014,STONNINGTON,STONNINGTON,A Crimes against the person,66
2014,STONNINGTON,STONNINGTON,B Property and deception offences,17
2014,STONNINGTON,STONNINGTON,B Property and deception offences,599
2014,STONNINGTON,STONNINGTON,B Property and deception offences,74
2014,STONNINGTON,STONNINGTON,B Property and deception offences,5
2014,STONNINGTON,STONNINGTON,B Property and deception offences,105
2014,STONNINGTON,STONNINGTON,B Property and deception offences,1117
2014,STONNINGTON,STONNINGTON,B Property and deception offences,340
2014,STONNINGTON,STONNINGTON,B Property and deception offences,1163
2014,STONNINGTON,STONNINGTON,B Property and deception offences,672
2014,STONNINGTON,STONNINGTON,B Property and deception offences,199
2014,STONNINGTON,STONNINGTON,B Property and deception offences,230
2014,STONNINGTON,STONNINGTON,B Property and deception offences,7
2014,STONNINGTON,STONNINGTON,B Property and deception offences,1117
2014,STONNINGTON,STONNINGTON,B Property and deception offences,50
2014,STONNINGTON,STONNINGTON,B Property and deception offences,844
2014,STONNINGTON,STONNINGTON,B Property and deception offences,21
2014,STONNINGTON,STONNINGTON,B Property and deception offences,5
2014,STONNINGTON,STONNINGTON,B Property and deception offences,2
2014,STONNINGTON,STONNINGTON,C Drug offences,99
2014,STONNINGTON,STONNINGTON,C Drug offences,21
2014,STONNINGTON,STONNINGTON,C Drug offences,381
2014,STONNINGTON,STONNINGTON,C Drug offences,2
2014,STONNINGTON,STONNINGTON,D Public order and security offences,127
2014,STONNINGTON,STONNINGTON,D Public order and security offences,649
2014,STONNINGTON,STONNINGTON,D Public order and security offences,70
2014,STONNINGTON,STONNINGTON,D Public order and security offences,4
2014,STONNINGTON,STONNINGTON,E Justice procedures offences,127
2014,STONNINGTON,STONNINGTON,E Justice procedures offences,429
2014,STONNINGTON,STONNINGTON,F Other offences,1
2014,STONNINGTON,STONNINGTON,F Other offences,18
2014,STONNINGTON,STONNINGTON,F Other offences,2
2014,STONNINGTON,STONNINGTON,F Other offences,1
2014,SURF COAST,COLAC-OTWAY,A Crimes against the person,190
2014,SURF COAST,COLAC-OTWAY,A Crimes against the person,98
2014,SURF COAST,COLAC-OTWAY,A Crimes against the person,1
2014,SURF COAST,COLAC-OTWAY,A Crimes against the person,3
2014,SURF COAST,COLAC-OTWAY,A Crimes against the person,47
2014,SURF COAST,COLAC-OTWAY,A Crimes against the person,14
2014,SURF COAST,COLAC-OTWAY,B Property and deception offences,6
2014,SURF COAST,COLAC-OTWAY,B Property and deception offences,1
2014,SURF COAST,COLAC-OTWAY,B Property and deception offences,169
2014,SURF COAST,COLAC-OTWAY,B Property and deception offences,5
2014,SURF COAST,COLAC-OTWAY,B Property and deception offences,1
2014,SURF COAST,COLAC-OTWAY,B Property and deception offences,9
2014,SURF COAST,COLAC-OTWAY,B Property and deception offences,137
2014,SURF COAST,COLAC-OTWAY,B Property and deception offences,23
2014,SURF COAST,COLAC-OTWAY,B Property and deception offences,66
2014,SURF COAST,COLAC-OTWAY,B Property and deception offences,25
2014,SURF COAST,COLAC-OTWAY,B Property and deception offences,14
2014,SURF COAST,COLAC-OTWAY,B Property and deception offences,31
2014,SURF COAST,COLAC-OTWAY,B Property and deception offences,202
2014,SURF COAST,COLAC-OTWAY,B Property and deception offences,4
2014,SURF COAST,COLAC-OTWAY,B Property and deception offences,77
2014,SURF COAST,COLAC-OTWAY,B Property and deception offences,2
2014,SURF COAST,COLAC-OTWAY,C Drug offences,12
2014,SURF COAST,COLAC-OTWAY,C Drug offences,5
2014,SURF COAST,COLAC-OTWAY,C Drug offences,33
2014,SURF COAST,COLAC-OTWAY,D Public order and security offences,59
2014,SURF COAST,COLAC-OTWAY,D Public order and security offences,92
2014,SURF COAST,COLAC-OTWAY,D Public order and security offences,25
2014,SURF COAST,COLAC-OTWAY,E Justice procedures offences,20
2014,SURF COAST,COLAC-OTWAY,E Justice procedures offences,141
2014,SURF COAST,COLAC-OTWAY,F Other offences,1
2014,SURF COAST,COLAC-OTWAY,F Other offences,16
2014,SURF COAST,SURF COAST,A Crimes against the person,67
2014,SURF COAST,SURF COAST,A Crimes against the person,14
