Jan - Dec reference period,Police Service Area,Local Government Area,CSA Offence Division,Offence Count
2013,GEELONG,GREATER GEELONG,F Other offences,17
2013,GEELONG,GREATER GEELONG,F Other offences,9
2013,GEELONG,QUEENSCLIFFE,A Crimes against the person,4
2013,GEELONG,QUEENSCLIFFE,A Crimes against the person,2
2013,GEELONG,QUEENSCLIFFE,B Property and deception offences,1
2013,GEELONG,QUEENSCLIFFE,B Property and deception offences,12
2013,GEELONG,QUEENSCLIFFE,B Property and deception offences,14
2013,GEELONG,QUEENSCLIFFE,B Property and deception offences,10
2013,GEELONG,QUEENSCLIFFE,B Property and deception offences,1
2013,GEELONG,QUEENSCLIFFE,B Property and deception offences,3
2013,GEELONG,QUEENSCLIFFE,B Property and deception offences,18
2013,GEELONG,QUEENSCLIFFE,B Property and deception offences,1
2013,GEELONG,QUEENSCLIFFE,C Drug offences,1
2013,GEELONG,QUEENSCLIFFE,D Public order and security offences,1
2013,GEELONG,QUEENSCLIFFE,D Public order and security offences,3
2013,GLEN EIRA,BAYSIDE,A Crimes against the person,236
2013,GLEN EIRA,BAYSIDE,A Crimes against the person,97
2013,GLEN EIRA,BAYSIDE,A Crimes against the person,1
2013,GLEN EIRA,BAYSIDE,A Crimes against the person,23
2013,GLEN EIRA,BAYSIDE,A Crimes against the person,3
2013,GLEN EIRA,BAYSIDE,A Crimes against the person,79
2013,GLEN EIRA,BAYSIDE,A Crimes against the person,19
2013,GLEN EIRA,BAYSIDE,B Property and deception offences,11
2013,GLEN EIRA,BAYSIDE,B Property and deception offences,2
2013,GLEN EIRA,BAYSIDE,B Property and deception offences,480
2013,GLEN EIRA,BAYSIDE,B Property and deception offences,105
2013,GLEN EIRA,BAYSIDE,B Property and deception offences,2
2013,GLEN EIRA,BAYSIDE,B Property and deception offences,40
2013,GLEN EIRA,BAYSIDE,B Property and deception offences,622
2013,GLEN EIRA,BAYSIDE,B Property and deception offences,90
2013,GLEN EIRA,BAYSIDE,B Property and deception offences,690
2013,GLEN EIRA,BAYSIDE,B Property and deception offences,98
2013,GLEN EIRA,BAYSIDE,B Property and deception offences,95
2013,GLEN EIRA,BAYSIDE,B Property and deception offences,65
2013,GLEN EIRA,BAYSIDE,B Property and deception offences,380
2013,GLEN EIRA,BAYSIDE,B Property and deception offences,7
2013,GLEN EIRA,BAYSIDE,B Property and deception offences,195
2013,GLEN EIRA,BAYSIDE,B Property and deception offences,4
2013,GLEN EIRA,BAYSIDE,B Property and deception offences,1
2013,GLEN EIRA,BAYSIDE,C Drug offences,45
2013,GLEN EIRA,BAYSIDE,C Drug offences,9
2013,GLEN EIRA,BAYSIDE,C Drug offences,185
2013,GLEN EIRA,BAYSIDE,C Drug offences,3
2013,GLEN EIRA,BAYSIDE,D Public order and security offences,103
2013,GLEN EIRA,BAYSIDE,D Public order and security offences,137
2013,GLEN EIRA,BAYSIDE,D Public order and security offences,22
2013,GLEN EIRA,BAYSIDE,E Justice procedures offences,27
2013,GLEN EIRA,BAYSIDE,E Justice procedures offences,233
2013,GLEN EIRA,BAYSIDE,F Other offences,1
2013,GLEN EIRA,BAYSIDE,F Other offences,7
2013,GLEN EIRA,BAYSIDE,F Other offences,3
2013,GLEN EIRA,BAYSIDE,F Other offences,1
2013,GLEN EIRA,GLEN EIRA,A Crimes against the person,379
2013,GLEN EIRA,GLEN EIRA,A Crimes against the person,107
2013,GLEN EIRA,GLEN EIRA,A Crimes against the person,6
2013,GLEN EIRA,GLEN EIRA,A Crimes against the person,36
2013,GLEN EIRA,GLEN EIRA,A Crimes against the person,2
2013,GLEN EIRA,GLEN EIRA,A Crimes against the person,84
2013,GLEN EIRA,GLEN EIRA,A Crimes against the person,20
2013,GLEN EIRA,GLEN EIRA,B Property and deception offences,22
2013,GLEN EIRA,GLEN EIRA,B Property and deception offences,573
2013,GLEN EIRA,GLEN EIRA,B Property and deception offences,121
2013,GLEN EIRA,GLEN EIRA,B Property and deception offences,1
2013,GLEN EIRA,GLEN EIRA,B Property and deception offences,50
2013,GLEN EIRA,GLEN EIRA,B Property and deception offences,719
2013,GLEN EIRA,GLEN EIRA,B Property and deception offences,207
2013,GLEN EIRA,GLEN EIRA,B Property and deception offences,890
2013,GLEN EIRA,GLEN EIRA,B Property and deception offences,198
2013,GLEN EIRA,GLEN EIRA,B Property and deception offences,138
2013,GLEN EIRA,GLEN EIRA,B Property and deception offences,133
2013,GLEN EIRA,GLEN EIRA,B Property and deception offences,6
2013,GLEN EIRA,GLEN EIRA,B Property and deception offences,579
2013,GLEN EIRA,GLEN EIRA,B Property and deception offences,21
2013,GLEN EIRA,GLEN EIRA,B Property and deception offences,451
2013,GLEN EIRA,GLEN EIRA,B Property and deception offences,9
2013,GLEN EIRA,GLEN EIRA,B Property and deception offences,1
2013,GLEN EIRA,GLEN EIRA,B Property and deception offences,1
2013,GLEN EIRA,GLEN EIRA,C Drug offences,61
2013,GLEN EIRA,GLEN EIRA,C Drug offences,18
2013,GLEN EIRA,GLEN EIRA,C Drug offences,223
2013,GLEN EIRA,GLEN EIRA,D Public order and security offences,122
2013,GLEN EIRA,GLEN EIRA,D Public order and security offences,170
2013,GLEN EIRA,GLEN EIRA,D Public order and security offences,16
2013,GLEN EIRA,GLEN EIRA,E Justice procedures offences,50
2013,GLEN EIRA,GLEN EIRA,E Justice procedures offences,228
2013,GLEN EIRA,GLEN EIRA,F Other offences,11
2013,GLEN EIRA,GLEN EIRA,F Other offences,17
2013,GLEN EIRA,GLEN EIRA,F Other offences,3
2013,GREATER DANDENONG,GREATER DANDENONG,A Crimes against the person,4
2013,GREATER DANDENONG,GREATER DANDENONG,A Crimes against the person,1593
2013,GREATER DANDENONG,GREATER DANDENONG,A Crimes against the person,403
2013,GREATER DANDENONG,GREATER DANDENONG,A Crimes against the person,32
2013,GREATER DANDENONG,GREATER DANDENONG,A Crimes against the person,121
2013,GREATER DANDENONG,GREATER DANDENONG,A Crimes against the person,12
2013,GREATER DANDENONG,GREATER DANDENONG,A Crimes against the person,358
2013,GREATER DANDENONG,GREATER DANDENONG,A Crimes against the person,135
2013,GREATER DANDENONG,GREATER DANDENONG,B Property and deception offences,102
2013,GREATER DANDENONG,GREATER DANDENONG,B Property and deception offences,2
2013,GREATER DANDENONG,GREATER DANDENONG,B Property and deception offences,1247
2013,GREATER DANDENONG,GREATER DANDENONG,B Property and deception offences,59
2013,GREATER DANDENONG,GREATER DANDENONG,B Property and deception offences,9
2013,GREATER DANDENONG,GREATER DANDENONG,B Property and deception offences,95
2013,GREATER DANDENONG,GREATER DANDENONG,B Property and deception offences,1463
2013,GREATER DANDENONG,GREATER DANDENONG,B Property and deception offences,497
2013,GREATER DANDENONG,GREATER DANDENONG,B Property and deception offences,1308
2013,GREATER DANDENONG,GREATER DANDENONG,B Property and deception offences,1110
2013,GREATER DANDENONG,GREATER DANDENONG,B Property and deception offences,54
2013,GREATER DANDENONG,GREATER DANDENONG,B Property and deception offences,329
2013,GREATER DANDENONG,GREATER DANDENONG,B Property and deception offences,8
2013,GREATER DANDENONG,GREATER DANDENONG,B Property and deception offences,1406
2013,GREATER DANDENONG,GREATER DANDENONG,B Property and deception offences,61
2013,GREATER DANDENONG,GREATER DANDENONG,B Property and deception offences,1066
2013,GREATER DANDENONG,GREATER DANDENONG,B Property and deception offences,39
2013,GREATER DANDENONG,GREATER DANDENONG,B Property and deception offences,6
2013,GREATER DANDENONG,GREATER DANDENONG,B Property and deception offences,3
2013,GREATER DANDENONG,GREATER DANDENONG,C Drug offences,182
2013,GREATER DANDENONG,GREATER DANDENONG,C Drug offences,90
2013,GREATER DANDENONG,GREATER DANDENONG,C Drug offences,858
2013,GREATER DANDENONG,GREATER DANDENONG,C Drug offences,1
2013,GREATER DANDENONG,GREATER DANDENONG,D Public order and security offences,697
2013,GREATER DANDENONG,GREATER DANDENONG,D Public order and security offences,951
2013,GREATER DANDENONG,GREATER DANDENONG,D Public order and security offences,81
2013,GREATER DANDENONG,GREATER DANDENONG,D Public order and security offences,3
2013,GREATER DANDENONG,GREATER DANDENONG,E Justice procedures offences,297
2013,GREATER DANDENONG,GREATER DANDENONG,E Justice procedures offences,1546
2013,GREATER DANDENONG,GREATER DANDENONG,F Other offences,19
2013,GREATER DANDENONG,GREATER DANDENONG,F Other offences,41
2013,GREATER DANDENONG,GREATER DANDENONG,F Other offences,8
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,A Crimes against the person,4
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,A Crimes against the person,692
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,A Crimes against the person,117
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,A Crimes against the person,22
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,A Crimes against the person,19
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,A Crimes against the person,4
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,A Crimes against the person,151
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,A Crimes against the person,70
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,B Property and deception offences,77
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,B Property and deception offences,2
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,B Property and deception offences,10
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,B Property and deception offences,792
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,B Property and deception offences,142
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,B Property and deception offences,6
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,B Property and deception offences,42
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,B Property and deception offences,644
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,B Property and deception offences,102
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,B Property and deception offences,390
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,B Property and deception offences,299
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,B Property and deception offences,48
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,B Property and deception offences,123
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,B Property and deception offences,504
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,B Property and deception offences,25
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,B Property and deception offences,259
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,B Property and deception offences,5
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,B Property and deception offences,4
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,B Property and deception offences,1
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,C Drug offences,65
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,C Drug offences,27
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,C Drug offences,416
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,C Drug offences,3
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,D Public order and security offences,295
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,D Public order and security offences,342
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,D Public order and security offences,38
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,E Justice procedures offences,103
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,E Justice procedures offences,532
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,F Other offences,6
2013,GREATER SHEPPARTON,GREATER SHEPPARTON,F Other offences,8
2013,HOBSONS BAY,HOBSONS BAY,A Crimes against the person,2
2013,HOBSONS BAY,HOBSONS BAY,A Crimes against the person,549
2013,HOBSONS BAY,HOBSONS BAY,A Crimes against the person,81
2013,HOBSONS BAY,HOBSONS BAY,A Crimes against the person,11
2013,HOBSONS BAY,HOBSONS BAY,A Crimes against the person,56
2013,HOBSONS BAY,HOBSONS BAY,A Crimes against the person,1
2013,HOBSONS BAY,HOBSONS BAY,A Crimes against the person,149
2013,HOBSONS BAY,HOBSONS BAY,A Crimes against the person,68
2013,HOBSONS BAY,HOBSONS BAY,B Property and deception offences,40
2013,HOBSONS BAY,HOBSONS BAY,B Property and deception offences,760
2013,HOBSONS BAY,HOBSONS BAY,B Property and deception offences,137
2013,HOBSONS BAY,HOBSONS BAY,B Property and deception offences,3
2013,HOBSONS BAY,HOBSONS BAY,B Property and deception offences,27
2013,HOBSONS BAY,HOBSONS BAY,B Property and deception offences,627
2013,HOBSONS BAY,HOBSONS BAY,B Property and deception offences,228
2013,HOBSONS BAY,HOBSONS BAY,B Property and deception offences,855
2013,HOBSONS BAY,HOBSONS BAY,B Property and deception offences,314
2013,HOBSONS BAY,HOBSONS BAY,B Property and deception offences,74
2013,HOBSONS BAY,HOBSONS BAY,B Property and deception offences,157
2013,HOBSONS BAY,HOBSONS BAY,B Property and deception offences,3
2013,HOBSONS BAY,HOBSONS BAY,B Property and deception offences,940
2013,HOBSONS BAY,HOBSONS BAY,B Property and deception offences,53
2013,HOBSONS BAY,HOBSONS BAY,B Property and deception offences,368
2013,HOBSONS BAY,HOBSONS BAY,B Property and deception offences,10
2013,HOBSONS BAY,HOBSONS BAY,B Property and deception offences,1
2013,HOBSONS BAY,HOBSONS BAY,B Property and deception offences,2
2013,HOBSONS BAY,HOBSONS BAY,C Drug offences,60
2013,HOBSONS BAY,HOBSONS BAY,C Drug offences,29
2013,HOBSONS BAY,HOBSONS BAY,C Drug offences,275
2013,HOBSONS BAY,HOBSONS BAY,D Public order and security offences,163
2013,HOBSONS BAY,HOBSONS BAY,D Public order and security offences,248
2013,HOBSONS BAY,HOBSONS BAY,D Public order and security offences,21
2013,HOBSONS BAY,HOBSONS BAY,D Public order and security offences,1
2013,HOBSONS BAY,HOBSONS BAY,E Justice procedures offences,92
2013,HOBSONS BAY,HOBSONS BAY,E Justice procedures offences,270
2013,HOBSONS BAY,HOBSONS BAY,F Other offences,1
2013,HOBSONS BAY,HOBSONS BAY,F Other offences,12
2013,HOBSONS BAY,HOBSONS BAY,F Other offences,3
2013,HOBSONS BAY,HOBSONS BAY,F Other offences,3
2013,HORSHAM,HINDMARSH,A Crimes against the person,26
2013,HORSHAM,HINDMARSH,A Crimes against the person,7
2013,HORSHAM,HINDMARSH,A Crimes against the person,1
2013,HORSHAM,HINDMARSH,A Crimes against the person,5
2013,HORSHAM,HINDMARSH,A Crimes against the person,1
2013,HORSHAM,HINDMARSH,B Property and deception offences,2
2013,HORSHAM,HINDMARSH,B Property and deception offences,5
2013,HORSHAM,HINDMARSH,B Property and deception offences,28
2013,HORSHAM,HINDMARSH,B Property and deception offences,2
2013,HORSHAM,HINDMARSH,B Property and deception offences,2
2013,HORSHAM,HINDMARSH,B Property and deception offences,21
2013,HORSHAM,HINDMARSH,B Property and deception offences,7
2013,HORSHAM,HINDMARSH,B Property and deception offences,16
2013,HORSHAM,HINDMARSH,B Property and deception offences,6
2013,HORSHAM,HINDMARSH,B Property and deception offences,9
2013,HORSHAM,HINDMARSH,B Property and deception offences,31
2013,HORSHAM,HINDMARSH,B Property and deception offences,3
2013,HORSHAM,HINDMARSH,C Drug offences,4
2013,HORSHAM,HINDMARSH,C Drug offences,11
2013,HORSHAM,HINDMARSH,D Public order and security offences,9
2013,HORSHAM,HINDMARSH,D Public order and security offences,2
2013,HORSHAM,HINDMARSH,D Public order and security offences,6
2013,HORSHAM,HINDMARSH,E Justice procedures offences,1
2013,HORSHAM,HINDMARSH,E Justice procedures offences,31
2013,HORSHAM,HINDMARSH,F Other offences,4
2013,HORSHAM,HORSHAM,A Crimes against the person,289
2013,HORSHAM,HORSHAM,A Crimes against the person,34
2013,HORSHAM,HORSHAM,A Crimes against the person,3
2013,HORSHAM,HORSHAM,A Crimes against the person,68
2013,HORSHAM,HORSHAM,A Crimes against the person,17
2013,HORSHAM,HORSHAM,B Property and deception offences,12
2013,HORSHAM,HORSHAM,B Property and deception offences,1
2013,HORSHAM,HORSHAM,B Property and deception offences,251
2013,HORSHAM,HORSHAM,B Property and deception offences,23
2013,HORSHAM,HORSHAM,B Property and deception offences,5
2013,HORSHAM,HORSHAM,B Property and deception offences,24
2013,HORSHAM,HORSHAM,B Property and deception offences,140
2013,HORSHAM,HORSHAM,B Property and deception offences,23
2013,HORSHAM,HORSHAM,B Property and deception offences,89
2013,HORSHAM,HORSHAM,B Property and deception offences,53
2013,HORSHAM,HORSHAM,B Property and deception offences,20
2013,HORSHAM,HORSHAM,B Property and deception offences,17
2013,HORSHAM,HORSHAM,B Property and deception offences,160
2013,HORSHAM,HORSHAM,B Property and deception offences,35
2013,HORSHAM,HORSHAM,B Property and deception offences,40
2013,HORSHAM,HORSHAM,B Property and deception offences,5
2013,HORSHAM,HORSHAM,B Property and deception offences,1
2013,HORSHAM,HORSHAM,C Drug offences,8
2013,HORSHAM,HORSHAM,C Drug offences,3
2013,HORSHAM,HORSHAM,C Drug offences,79
2013,HORSHAM,HORSHAM,D Public order and security offences,40
2013,HORSHAM,HORSHAM,D Public order and security offences,124
2013,HORSHAM,HORSHAM,D Public order and security offences,47
2013,HORSHAM,HORSHAM,E Justice procedures offences,43
2013,HORSHAM,HORSHAM,E Justice procedures offences,158
2013,HORSHAM,HORSHAM,F Other offences,46
2013,HORSHAM,WEST WIMMERA,A Crimes against the person,11
2013,HORSHAM,WEST WIMMERA,A Crimes against the person,8
2013,HORSHAM,WEST WIMMERA,A Crimes against the person,2
2013,HORSHAM,WEST WIMMERA,A Crimes against the person,1
2013,HORSHAM,WEST WIMMERA,B Property and deception offences,13
2013,HORSHAM,WEST WIMMERA,B Property and deception offences,19
2013,HORSHAM,WEST WIMMERA,B Property and deception offences,1
2013,HORSHAM,WEST WIMMERA,B Property and deception offences,27
2013,HORSHAM,WEST WIMMERA,B Property and deception offences,1
2013,HORSHAM,WEST WIMMERA,B Property and deception offences,1
2013,HORSHAM,WEST WIMMERA,B Property and deception offences,24
2013,HORSHAM,WEST WIMMERA,B Property and deception offences,5
2013,HORSHAM,WEST WIMMERA,B Property and deception offences,1
2013,HORSHAM,WEST WIMMERA,C Drug offences,9
2013,HORSHAM,WEST WIMMERA,D Public order and security offences,3
2013,HORSHAM,WEST WIMMERA,D Public order and security offences,8
2013,HORSHAM,WEST WIMMERA,D Public order and security offences,3
2013,HORSHAM,WEST WIMMERA,E Justice procedures offences,2
2013,HORSHAM,WEST WIMMERA,E Justice procedures offences,5
2013,HORSHAM,WEST WIMMERA,F Other offences,1
2013,HUME,HUME,A Crimes against the person,6
2013,HUME,HUME,A Crimes against the person,1465
2013,HUME,HUME,A Crimes against the person,315
2013,HUME,HUME,A Crimes against the person,44
2013,HUME,HUME,A Crimes against the person,90
2013,HUME,HUME,A Crimes against the person,14
2013,HUME,HUME,A Crimes against the person,541
2013,HUME,HUME,A Crimes against the person,165
2013,HUME,HUME,B Property and deception offences,175
2013,HUME,HUME,B Property and deception offences,12
2013,HUME,HUME,B Property and deception offences,5
2013,HUME,HUME,B Property and deception offences,1526
2013,HUME,HUME,B Property and deception offences,47
2013,HUME,HUME,B Property and deception offences,12
2013,HUME,HUME,B Property and deception offences,102
2013,HUME,HUME,B Property and deception offences,1578
2013,HUME,HUME,B Property and deception offences,891
2013,HUME,HUME,B Property and deception offences,1551
2013,HUME,HUME,B Property and deception offences,552
2013,HUME,HUME,B Property and deception offences,37
2013,HUME,HUME,B Property and deception offences,371
2013,HUME,HUME,B Property and deception offences,1641
2013,HUME,HUME,B Property and deception offences,139
2013,HUME,HUME,B Property and deception offences,949
2013,HUME,HUME,B Property and deception offences,17
2013,HUME,HUME,B Property and deception offences,9
2013,HUME,HUME,B Property and deception offences,3
2013,HUME,HUME,B Property and deception offences,4
2013,HUME,HUME,C Drug offences,117
2013,HUME,HUME,C Drug offences,73
2013,HUME,HUME,C Drug offences,501
2013,HUME,HUME,D Public order and security offences,575
2013,HUME,HUME,D Public order and security offences,262
2013,HUME,HUME,D Public order and security offences,76
2013,HUME,HUME,D Public order and security offences,2
2013,HUME,HUME,E Justice procedures offences,190
2013,HUME,HUME,E Justice procedures offences,1216
2013,HUME,HUME,F Other offences,2
2013,HUME,HUME,F Other offences,22
2013,HUME,HUME,F Other offences,22
2013,HUME,HUME,F Other offences,8
2013,KINGSTON,KINGSTON,A Crimes against the person,2
2013,KINGSTON,KINGSTON,A Crimes against the person,749
2013,KINGSTON,KINGSTON,A Crimes against the person,269
2013,KINGSTON,KINGSTON,A Crimes against the person,17
2013,KINGSTON,KINGSTON,A Crimes against the person,55
2013,KINGSTON,KINGSTON,A Crimes against the person,2
2013,KINGSTON,KINGSTON,A Crimes against the person,210
2013,KINGSTON,KINGSTON,A Crimes against the person,58
2013,KINGSTON,KINGSTON,B Property and deception offences,40
2013,KINGSTON,KINGSTON,B Property and deception offences,893
2013,KINGSTON,KINGSTON,B Property and deception offences,161
2013,KINGSTON,KINGSTON,B Property and deception offences,5
2013,KINGSTON,KINGSTON,B Property and deception offences,58
2013,KINGSTON,KINGSTON,B Property and deception offences,868
2013,KINGSTON,KINGSTON,B Property and deception offences,246
2013,KINGSTON,KINGSTON,B Property and deception offences,1110
2013,KINGSTON,KINGSTON,B Property and deception offences,702
2013,KINGSTON,KINGSTON,B Property and deception offences,112
2013,KINGSTON,KINGSTON,B Property and deception offences,266
2013,KINGSTON,KINGSTON,B Property and deception offences,17
2013,KINGSTON,KINGSTON,B Property and deception offences,817
2013,KINGSTON,KINGSTON,B Property and deception offences,36
2013,KINGSTON,KINGSTON,B Property and deception offences,678
2013,KINGSTON,KINGSTON,B Property and deception offences,17
2013,KINGSTON,KINGSTON,B Property and deception offences,4
2013,KINGSTON,KINGSTON,B Property and deception offences,1
2013,KINGSTON,KINGSTON,C Drug offences,62
2013,KINGSTON,KINGSTON,C Drug offences,32
2013,KINGSTON,KINGSTON,C Drug offences,445
2013,KINGSTON,KINGSTON,D Public order and security offences,233
2013,KINGSTON,KINGSTON,D Public order and security offences,398
2013,KINGSTON,KINGSTON,D Public order and security offences,43
2013,KINGSTON,KINGSTON,E Justice procedures offences,178
2013,KINGSTON,KINGSTON,E Justice procedures offences,644
2013,KINGSTON,KINGSTON,F Other offences,18
2013,KINGSTON,KINGSTON,F Other offences,15
2013,KINGSTON,KINGSTON,F Other offences,7
2013,KNOX,KNOX,A Crimes against the person,2
2013,KNOX,KNOX,A Crimes against the person,721
2013,KNOX,KNOX,A Crimes against the person,229
2013,KNOX,KNOX,A Crimes against the person,12
2013,KNOX,KNOX,A Crimes against the person,43
2013,KNOX,KNOX,A Crimes against the person,4
2013,KNOX,KNOX,A Crimes against the person,180
2013,KNOX,KNOX,A Crimes against the person,67
2013,KNOX,KNOX,B Property and deception offences,38
2013,KNOX,KNOX,B Property and deception offences,9
2013,KNOX,KNOX,B Property and deception offences,877
2013,KNOX,KNOX,B Property and deception offences,91
2013,KNOX,KNOX,B Property and deception offences,9
2013,KNOX,KNOX,B Property and deception offences,42
2013,KNOX,KNOX,B Property and deception offences,815
2013,KNOX,KNOX,B Property and deception offences,391
2013,KNOX,KNOX,B Property and deception offences,1112
2013,KNOX,KNOX,B Property and deception offences,876
2013,KNOX,KNOX,B Property and deception offences,47
2013,KNOX,KNOX,B Property and deception offences,180
2013,KNOX,KNOX,B Property and deception offences,3
2013,KNOX,KNOX,B Property and deception offences,1383
2013,KNOX,KNOX,B Property and deception offences,32
2013,KNOX,KNOX,B Property and deception offences,583
2013,KNOX,KNOX,B Property and deception offences,14
2013,KNOX,KNOX,B Property and deception offences,3
2013,KNOX,KNOX,B Property and deception offences,4
2013,KNOX,KNOX,C Drug offences,99
2013,KNOX,KNOX,C Drug offences,29
2013,KNOX,KNOX,C Drug offences,432
2013,KNOX,KNOX,D Public order and security offences,229
2013,KNOX,KNOX,D Public order and security offences,235
2013,KNOX,KNOX,D Public order and security offences,30
2013,KNOX,KNOX,D Public order and security offences,1
2013,KNOX,KNOX,E Justice procedures offences,101
2013,KNOX,KNOX,E Justice procedures offences,321
2013,KNOX,KNOX,F Other offences,14
2013,KNOX,KNOX,F Other offences,8
2013,KNOX,KNOX,F Other offences,12
2013,LATROBE,LATROBE,A Crimes against the person,4
2013,LATROBE,LATROBE,A Crimes against the person,1212
2013,LATROBE,LATROBE,A Crimes against the person,247
2013,LATROBE,LATROBE,A Crimes against the person,27
2013,LATROBE,LATROBE,A Crimes against the person,60
2013,LATROBE,LATROBE,A Crimes against the person,5
2013,LATROBE,LATROBE,A Crimes against the person,589
2013,LATROBE,LATROBE,A Crimes against the person,129
2013,LATROBE,LATROBE,B Property and deception offences,100
2013,LATROBE,LATROBE,B Property and deception offences,1
2013,LATROBE,LATROBE,B Property and deception offences,15
2013,LATROBE,LATROBE,B Property and deception offences,1215
2013,LATROBE,LATROBE,B Property and deception offences,102
2013,LATROBE,LATROBE,B Property and deception offences,1
2013,LATROBE,LATROBE,B Property and deception offences,64
2013,LATROBE,LATROBE,B Property and deception offences,666
2013,LATROBE,LATROBE,B Property and deception offences,145
2013,LATROBE,LATROBE,B Property and deception offences,710
2013,LATROBE,LATROBE,B Property and deception offences,502
2013,LATROBE,LATROBE,B Property and deception offences,51
2013,LATROBE,LATROBE,B Property and deception offences,159
2013,LATROBE,LATROBE,B Property and deception offences,1
2013,LATROBE,LATROBE,B Property and deception offences,802
2013,LATROBE,LATROBE,B Property and deception offences,30
2013,LATROBE,LATROBE,B Property and deception offences,328
2013,LATROBE,LATROBE,B Property and deception offences,16
2013,LATROBE,LATROBE,B Property and deception offences,4
2013,LATROBE,LATROBE,B Property and deception offences,1
2013,LATROBE,LATROBE,B Property and deception offences,1
2013,LATROBE,LATROBE,C Drug offences,95
2013,LATROBE,LATROBE,C Drug offences,34
2013,LATROBE,LATROBE,C Drug offences,402
2013,LATROBE,LATROBE,D Public order and security offences,263
2013,LATROBE,LATROBE,D Public order and security offences,582
2013,LATROBE,LATROBE,D Public order and security offences,98
2013,LATROBE,LATROBE,D Public order and security offences,1
2013,LATROBE,LATROBE,E Justice procedures offences,241
2013,LATROBE,LATROBE,E Justice procedures offences,1356
2013,LATROBE,LATROBE,F Other offences,2
2013,LATROBE,LATROBE,F Other offences,14
2013,LATROBE,LATROBE,F Other offences,3
2013,MACEDON RANGES,MACEDON RANGES,A Crimes against the person,2
2013,MACEDON RANGES,MACEDON RANGES,A Crimes against the person,235
2013,MACEDON RANGES,MACEDON RANGES,A Crimes against the person,53
2013,MACEDON RANGES,MACEDON RANGES,A Crimes against the person,6
2013,MACEDON RANGES,MACEDON RANGES,A Crimes against the person,99
2013,MACEDON RANGES,MACEDON RANGES,A Crimes against the person,22
2013,MACEDON RANGES,MACEDON RANGES,B Property and deception offences,25
2013,MACEDON RANGES,MACEDON RANGES,B Property and deception offences,3
2013,MACEDON RANGES,MACEDON RANGES,B Property and deception offences,24
2013,MACEDON RANGES,MACEDON RANGES,B Property and deception offences,192
2013,MACEDON RANGES,MACEDON RANGES,B Property and deception offences,12
2013,MACEDON RANGES,MACEDON RANGES,B Property and deception offences,2
2013,MACEDON RANGES,MACEDON RANGES,B Property and deception offences,5
2013,MACEDON RANGES,MACEDON RANGES,B Property and deception offences,171
2013,MACEDON RANGES,MACEDON RANGES,B Property and deception offences,51
2013,MACEDON RANGES,MACEDON RANGES,B Property and deception offences,125
2013,MACEDON RANGES,MACEDON RANGES,B Property and deception offences,29
2013,MACEDON RANGES,MACEDON RANGES,B Property and deception offences,8
2013,MACEDON RANGES,MACEDON RANGES,B Property and deception offences,25
2013,MACEDON RANGES,MACEDON RANGES,B Property and deception offences,215
2013,MACEDON RANGES,MACEDON RANGES,B Property and deception offences,7
2013,MACEDON RANGES,MACEDON RANGES,B Property and deception offences,38
2013,MACEDON RANGES,MACEDON RANGES,B Property and deception offences,1
2013,MACEDON RANGES,MACEDON RANGES,B Property and deception offences,10
2013,MACEDON RANGES,MACEDON RANGES,C Drug offences,27
